keypopulacao;contagempop;faixaetariapop;sexopop;nomecidadepopulacao;ufpopulacao;codigoibge
16198;1017;35-39;M;Pilar do Sul;SP;3537909
16199;1025;40-44;M;Pilar do Sul;SP;3537909
16200;960;45-49;M;Pilar do Sul;SP;3537909
16201;859;50-54;M;Pilar do Sul;SP;3537909
16202;913;55-59;M;Pilar do Sul;SP;3537909
16203;774;60-64;M;Pilar do Sul;SP;3537909
16204;595;65-69;M;Pilar do Sul;SP;3537909
16205;487;70-74;M;Pilar do Sul;SP;3537909
16206;311;75-79;M;Pilar do Sul;SP;3537909
16207;183;80-84;M;Pilar do Sul;SP;3537909
16208;93;85-89;M;Pilar do Sul;SP;3537909
16209;47;90+;M;Pilar do Sul;SP;3537909
16210;916;00-04;H;Pilar do Sul;SP;3537909
16211;935;05-09;H;Pilar do Sul;SP;3537909
16212;982;10-14;H;Pilar do Sul;SP;3537909
16213;969;15-19;H;Pilar do Sul;SP;3537909
16214;1051;20-24;H;Pilar do Sul;SP;3537909
16215;999;25-29;H;Pilar do Sul;SP;3537909
16216;960;30-34;H;Pilar do Sul;SP;3537909
16217;1010;35-39;H;Pilar do Sul;SP;3537909
16218;983;40-44;H;Pilar do Sul;SP;3537909
16219;946;45-49;H;Pilar do Sul;SP;3537909
16220;948;50-54;H;Pilar do Sul;SP;3537909
16221;781;55-59;H;Pilar do Sul;SP;3537909
16222;752;60-64;H;Pilar do Sul;SP;3537909
16223;633;65-69;H;Pilar do Sul;SP;3537909
16224;464;70-74;H;Pilar do Sul;SP;3537909
16225;330;75-79;H;Pilar do Sul;SP;3537909
16226;189;80-84;H;Pilar do Sul;SP;3537909
16227;83;85-89;H;Pilar do Sul;SP;3537909
16228;27;90+;H;Pilar do Sul;SP;3537909
16229;5100;00-04;M;Pindamonhangaba;SP;3538006
16230;5316;05-09;M;Pindamonhangaba;SP;3538006
16231;5363;10-14;M;Pindamonhangaba;SP;3538006
16232;5393;15-19;M;Pindamonhangaba;SP;3538006
16233;5935;20-24;M;Pindamonhangaba;SP;3538006
16234;6025;25-29;M;Pindamonhangaba;SP;3538006
16235;6366;30-34;M;Pindamonhangaba;SP;3538006
16236;7078;35-39;M;Pindamonhangaba;SP;3538006
16237;7094;40-44;M;Pindamonhangaba;SP;3538006
16238;5970;45-49;M;Pindamonhangaba;SP;3538006
16239;5365;50-54;M;Pindamonhangaba;SP;3538006
16240;5146;55-59;M;Pindamonhangaba;SP;3538006
16241;4843;60-64;M;Pindamonhangaba;SP;3538006
16242;3900;65-69;M;Pindamonhangaba;SP;3538006
16243;2838;70-74;M;Pindamonhangaba;SP;3538006
16244;1623;75-79;M;Pindamonhangaba;SP;3538006
16245;999;80-84;M;Pindamonhangaba;SP;3538006
16246;592;85-89;M;Pindamonhangaba;SP;3538006
16247;340;90+;M;Pindamonhangaba;SP;3538006
16248;5122;00-04;H;Pindamonhangaba;SP;3538006
16249;5714;05-09;H;Pindamonhangaba;SP;3538006
16250;5377;10-14;H;Pindamonhangaba;SP;3538006
16251;5651;15-19;H;Pindamonhangaba;SP;3538006
16252;5697;20-24;H;Pindamonhangaba;SP;3538006
16253;5868;25-29;H;Pindamonhangaba;SP;3538006
16254;6048;30-34;H;Pindamonhangaba;SP;3538006
16255;6358;35-39;H;Pindamonhangaba;SP;3538006
16256;6800;40-44;H;Pindamonhangaba;SP;3538006
16257;5592;45-49;H;Pindamonhangaba;SP;3538006
16258;4864;50-54;H;Pindamonhangaba;SP;3538006
16259;4544;55-59;H;Pindamonhangaba;SP;3538006
16260;4046;60-64;H;Pindamonhangaba;SP;3538006
16261;3383;65-69;H;Pindamonhangaba;SP;3538006
16262;2414;70-74;H;Pindamonhangaba;SP;3538006
16263;1419;75-79;H;Pindamonhangaba;SP;3538006
16264;774;80-84;H;Pindamonhangaba;SP;3538006
16265;326;85-89;H;Pindamonhangaba;SP;3538006
16266;145;90+;H;Pindamonhangaba;SP;3538006
16267;329;00-04;M;Pindorama;SP;3538105
16268;374;05-09;M;Pindorama;SP;3538105
16269;419;10-14;M;Pindorama;SP;3538105
16270;399;15-19;M;Pindorama;SP;3538105
16271;431;20-24;M;Pindorama;SP;3538105
16272;435;25-29;M;Pindorama;SP;3538105
16273;506;30-34;M;Pindorama;SP;3538105
16274;586;35-39;M;Pindorama;SP;3538105
16275;579;40-44;M;Pindorama;SP;3538105
16276;512;45-49;M;Pindorama;SP;3538105
16277;551;50-54;M;Pindorama;SP;3538105
16278;464;55-59;M;Pindorama;SP;3538105
16279;425;60-64;M;Pindorama;SP;3538105
16280;410;65-69;M;Pindorama;SP;3538105
16281;337;70-74;M;Pindorama;SP;3538105
16282;225;75-79;M;Pindorama;SP;3538105
16283;156;80-84;M;Pindorama;SP;3538105
16284;107;85-89;M;Pindorama;SP;3538105
16285;58;90+;M;Pindorama;SP;3538105
16286;359;00-04;H;Pindorama;SP;3538105
16287;427;05-09;H;Pindorama;SP;3538105
16288;433;10-14;H;Pindorama;SP;3538105
16289;465;15-19;H;Pindorama;SP;3538105
16290;455;20-24;H;Pindorama;SP;3538105
16291;482;25-29;H;Pindorama;SP;3538105
16292;494;30-34;H;Pindorama;SP;3538105
16293;561;35-39;H;Pindorama;SP;3538105
16294;646;40-44;H;Pindorama;SP;3538105
16295;528;45-49;H;Pindorama;SP;3538105
16296;524;50-54;H;Pindorama;SP;3538105
16297;433;55-59;H;Pindorama;SP;3538105
16298;441;60-64;H;Pindorama;SP;3538105
16299;319;65-69;H;Pindorama;SP;3538105
16300;301;70-74;H;Pindorama;SP;3538105
16301;185;75-79;H;Pindorama;SP;3538105
16302;104;80-84;H;Pindorama;SP;3538105
16303;59;85-89;H;Pindorama;SP;3538105
16304;23;90+;H;Pindorama;SP;3538105
16305;383;00-04;M;Pinhalzinho;SP;3538204
16306;447;05-09;M;Pinhalzinho;SP;3538204
16307;448;10-14;M;Pinhalzinho;SP;3538204
16308;445;15-19;M;Pinhalzinho;SP;3538204
16309;465;20-24;M;Pinhalzinho;SP;3538204
16310;472;25-29;M;Pinhalzinho;SP;3538204
16311;497;30-34;M;Pinhalzinho;SP;3538204
16312;566;35-39;M;Pinhalzinho;SP;3538204
16313;605;40-44;M;Pinhalzinho;SP;3538204
16314;506;45-49;M;Pinhalzinho;SP;3538204
16315;502;50-54;M;Pinhalzinho;SP;3538204
16316;524;55-59;M;Pinhalzinho;SP;3538204
16317;534;60-64;M;Pinhalzinho;SP;3538204
16318;453;65-69;M;Pinhalzinho;SP;3538204
16319;341;70-74;M;Pinhalzinho;SP;3538204
16320;216;75-79;M;Pinhalzinho;SP;3538204
16321;144;80-84;M;Pinhalzinho;SP;3538204
16322;60;85-89;M;Pinhalzinho;SP;3538204
16323;44;90+;M;Pinhalzinho;SP;3538204
16324;380;00-04;H;Pinhalzinho;SP;3538204
16325;447;05-09;H;Pinhalzinho;SP;3538204
16326;443;10-14;H;Pinhalzinho;SP;3538204
16327;488;15-19;H;Pinhalzinho;SP;3538204
16328;500;20-24;H;Pinhalzinho;SP;3538204
16329;487;25-29;H;Pinhalzinho;SP;3538204
16330;485;30-34;H;Pinhalzinho;SP;3538204
16331;513;35-39;H;Pinhalzinho;SP;3538204
16332;596;40-44;H;Pinhalzinho;SP;3538204
16333;561;45-49;H;Pinhalzinho;SP;3538204
16334;511;50-54;H;Pinhalzinho;SP;3538204
16335;508;55-59;H;Pinhalzinho;SP;3538204
16336;495;60-64;H;Pinhalzinho;SP;3538204
16337;420;65-69;H;Pinhalzinho;SP;3538204
16338;344;70-74;H;Pinhalzinho;SP;3538204
16339;198;75-79;H;Pinhalzinho;SP;3538204
16340;124;80-84;H;Pinhalzinho;SP;3538204
16341;55;85-89;H;Pinhalzinho;SP;3538204
16342;17;90+;H;Pinhalzinho;SP;3538204
16343;83;00-04;M;Piquerobi;SP;3538303
16344;96;05-09;M;Piquerobi;SP;3538303
16345;90;10-14;M;Piquerobi;SP;3538303
16346;113;15-19;M;Piquerobi;SP;3538303
16347;89;20-24;M;Piquerobi;SP;3538303
16348;94;25-29;M;Piquerobi;SP;3538303
16349;112;30-34;M;Piquerobi;SP;3538303
16350;141;35-39;M;Piquerobi;SP;3538303
16351;128;40-44;M;Piquerobi;SP;3538303
16352;112;45-49;M;Piquerobi;SP;3538303
16353;139;50-54;M;Piquerobi;SP;3538303
16354;129;55-59;M;Piquerobi;SP;3538303
16355;125;60-64;M;Piquerobi;SP;3538303
16356;84;65-69;M;Piquerobi;SP;3538303
16357;66;70-74;M;Piquerobi;SP;3538303
16358;50;75-79;M;Piquerobi;SP;3538303
16359;40;80-84;M;Piquerobi;SP;3538303
16360;15;85-89;M;Piquerobi;SP;3538303
16361;6;90+;M;Piquerobi;SP;3538303
16362;73;00-04;H;Piquerobi;SP;3538303
16363;85;05-09;H;Piquerobi;SP;3538303
16364;98;10-14;H;Piquerobi;SP;3538303
16365;103;15-19;H;Piquerobi;SP;3538303
16366;100;20-24;H;Piquerobi;SP;3538303
16367;100;25-29;H;Piquerobi;SP;3538303
16368;114;30-34;H;Piquerobi;SP;3538303
16369;100;35-39;H;Piquerobi;SP;3538303
16370;114;40-44;H;Piquerobi;SP;3538303
16371;105;45-49;H;Piquerobi;SP;3538303
16372;113;50-54;H;Piquerobi;SP;3538303
16373;145;55-59;H;Piquerobi;SP;3538303
16374;88;60-64;H;Piquerobi;SP;3538303
16375;73;65-69;H;Piquerobi;SP;3538303
16376;50;70-74;H;Piquerobi;SP;3538303
16377;45;75-79;H;Piquerobi;SP;3538303
16378;33;80-84;H;Piquerobi;SP;3538303
16379;9;85-89;H;Piquerobi;SP;3538303
16380;4;90+;H;Piquerobi;SP;3538303
16381;274;00-04;M;Piquete;SP;3538501
16382;348;05-09;M;Piquete;SP;3538501
16383;374;10-14;M;Piquete;SP;3538501
16384;398;15-19;M;Piquete;SP;3538501
16385;374;20-24;M;Piquete;SP;3538501
16386;379;25-29;M;Piquete;SP;3538501
16387;401;30-34;M;Piquete;SP;3538501
16388;425;35-39;M;Piquete;SP;3538501
16389;462;40-44;M;Piquete;SP;3538501
16390;461;45-49;M;Piquete;SP;3538501
16391;494;50-54;M;Piquete;SP;3538501
16392;496;55-59;M;Piquete;SP;3538501
16393;483;60-64;M;Piquete;SP;3538501
16394;396;65-69;M;Piquete;SP;3538501
16395;293;70-74;M;Piquete;SP;3538501
16396;209;75-79;M;Piquete;SP;3538501
16397;115;80-84;M;Piquete;SP;3538501
16398;85;85-89;M;Piquete;SP;3538501
16399;51;90+;M;Piquete;SP;3538501
16400;304;00-04;H;Piquete;SP;3538501
16401;386;05-09;H;Piquete;SP;3538501
16402;385;10-14;H;Piquete;SP;3538501
16403;431;15-19;H;Piquete;SP;3538501
16404;375;20-24;H;Piquete;SP;3538501
16405;386;25-29;H;Piquete;SP;3538501
16406;425;30-34;H;Piquete;SP;3538501
16407;415;35-39;H;Piquete;SP;3538501
16408;426;40-44;H;Piquete;SP;3538501
16409;371;45-49;H;Piquete;SP;3538501
16410;401;50-54;H;Piquete;SP;3538501
16411;445;55-59;H;Piquete;SP;3538501
16412;392;60-64;H;Piquete;SP;3538501
16413;325;65-69;H;Piquete;SP;3538501
16414;217;70-74;H;Piquete;SP;3538501
16415;145;75-79;H;Piquete;SP;3538501
16416;79;80-84;H;Piquete;SP;3538501
16417;44;85-89;H;Piquete;SP;3538501
16418;20;90+;H;Piquete;SP;3538501
16419;665;00-04;M;Piracaia;SP;3538600
16420;731;05-09;M;Piracaia;SP;3538600
16421;707;10-14;M;Piracaia;SP;3538600
16422;760;15-19;M;Piracaia;SP;3538600
16423;899;20-24;M;Piracaia;SP;3538600
16424;838;25-29;M;Piracaia;SP;3538600
16425;996;30-34;M;Piracaia;SP;3538600
16426;975;35-39;M;Piracaia;SP;3538600
16427;1091;40-44;M;Piracaia;SP;3538600
16428;957;45-49;M;Piracaia;SP;3538600
16429;985;50-54;M;Piracaia;SP;3538600
16430;860;55-59;M;Piracaia;SP;3538600
16431;824;60-64;M;Piracaia;SP;3538600
16432;701;65-69;M;Piracaia;SP;3538600
16433;581;70-74;M;Piracaia;SP;3538600
16434;336;75-79;M;Piracaia;SP;3538600
16435;225;80-84;M;Piracaia;SP;3538600
16436;121;85-89;M;Piracaia;SP;3538600
16437;67;90+;M;Piracaia;SP;3538600
16438;656;00-04;H;Piracaia;SP;3538600
16439;746;05-09;H;Piracaia;SP;3538600
16440;719;10-14;H;Piracaia;SP;3538600
16441;745;15-19;H;Piracaia;SP;3538600
16442;892;20-24;H;Piracaia;SP;3538600
16443;876;25-29;H;Piracaia;SP;3538600
16444;953;30-34;H;Piracaia;SP;3538600
16445;916;35-39;H;Piracaia;SP;3538600
16446;1059;40-44;H;Piracaia;SP;3538600
16447;891;45-49;H;Piracaia;SP;3538600
16448;927;50-54;H;Piracaia;SP;3538600
16449;803;55-59;H;Piracaia;SP;3538600
16450;746;60-64;H;Piracaia;SP;3538600
16451;636;65-69;H;Piracaia;SP;3538600
16452;532;70-74;H;Piracaia;SP;3538600
16453;313;75-79;H;Piracaia;SP;3538600
16454;182;80-84;H;Piracaia;SP;3538600
16455;72;85-89;H;Piracaia;SP;3538600
16456;46;90+;H;Piracaia;SP;3538600
16457;11051;00-04;M;Piracicaba;SP;3538709
16458;12563;05-09;M;Piracicaba;SP;3538709
16459;12240;10-14;M;Piracicaba;SP;3538709
16460;12868;15-19;M;Piracicaba;SP;3538709
16461;14868;20-24;M;Piracicaba;SP;3538709
16462;16324;25-29;M;Piracicaba;SP;3538709
16463;17177;30-34;M;Piracicaba;SP;3538709
16464;18517;35-39;M;Piracicaba;SP;3538709
16465;18452;40-44;M;Piracicaba;SP;3538709
16466;15157;45-49;M;Piracicaba;SP;3538709
16467;13686;50-54;M;Piracicaba;SP;3538709
16468;13381;55-59;M;Piracicaba;SP;3538709
16469;12148;60-64;M;Piracicaba;SP;3538709
16470;10045;65-69;M;Piracicaba;SP;3538709
16471;7886;70-74;M;Piracicaba;SP;3538709
16472;5304;75-79;M;Piracicaba;SP;3538709
16473;3478;80-84;M;Piracicaba;SP;3538709
16474;2064;85-89;M;Piracicaba;SP;3538709
16475;1320;90+;M;Piracicaba;SP;3538709
16476;11682;00-04;H;Piracicaba;SP;3538709
16477;13416;05-09;H;Piracicaba;SP;3538709
16478;12657;10-14;H;Piracicaba;SP;3538709
16479;13395;15-19;H;Piracicaba;SP;3538709
16480;15164;20-24;H;Piracicaba;SP;3538709
16481;15916;25-29;H;Piracicaba;SP;3538709
16482;16697;30-34;H;Piracicaba;SP;3538709
16483;18124;35-39;H;Piracicaba;SP;3538709
16484;17220;40-44;H;Piracicaba;SP;3538709
16485;14108;45-49;H;Piracicaba;SP;3538709
16486;12754;50-54;H;Piracicaba;SP;3538709
16487;11469;55-59;H;Piracicaba;SP;3538709
16488;10337;60-64;H;Piracicaba;SP;3538709
16489;8295;65-69;H;Piracicaba;SP;3538709
16490;6045;70-74;H;Piracicaba;SP;3538709
16491;3759;75-79;H;Piracicaba;SP;3538709
16492;2159;80-84;H;Piracicaba;SP;3538709
16493;1073;85-89;H;Piracicaba;SP;3538709
16494;524;90+;H;Piracicaba;SP;3538709
16495;784;00-04;M;Piraju;SP;3538808
16496;873;05-09;M;Piraju;SP;3538808
16497;876;10-14;M;Piraju;SP;3538808
16498;926;15-19;M;Piraju;SP;3538808
16499;959;20-24;M;Piraju;SP;3538808
16500;941;25-29;M;Piraju;SP;3538808
16501;1058;30-34;M;Piraju;SP;3538808
16502;1132;35-39;M;Piraju;SP;3538808
16503;1130;40-44;M;Piraju;SP;3538808
16504;1057;45-49;M;Piraju;SP;3538808
16505;999;50-54;M;Piraju;SP;3538808
16506;1073;55-59;M;Piraju;SP;3538808
16507;946;60-64;M;Piraju;SP;3538808
16508;834;65-69;M;Piraju;SP;3538808
16509;659;70-74;M;Piraju;SP;3538808
16510;403;75-79;M;Piraju;SP;3538808
16511;277;80-84;M;Piraju;SP;3538808
16512;166;85-89;M;Piraju;SP;3538808
16513;98;90+;M;Piraju;SP;3538808
16514;814;00-04;H;Piraju;SP;3538808
16515;891;05-09;H;Piraju;SP;3538808
16516;941;10-14;H;Piraju;SP;3538808
16517;1003;15-19;H;Piraju;SP;3538808
16518;973;20-24;H;Piraju;SP;3538808
16519;998;25-29;H;Piraju;SP;3538808
16520;991;30-34;H;Piraju;SP;3538808
16521;1038;35-39;H;Piraju;SP;3538808
16522;1015;40-44;H;Piraju;SP;3538808
16523;945;45-49;H;Piraju;SP;3538808
16524;881;50-54;H;Piraju;SP;3538808
16525;943;55-59;H;Piraju;SP;3538808
16526;853;60-64;H;Piraju;SP;3538808
16527;737;65-69;H;Piraju;SP;3538808
16528;549;70-74;H;Piraju;SP;3538808
16529;332;75-79;H;Piraju;SP;3538808
16530;196;80-84;H;Piraju;SP;3538808
16531;104;85-89;H;Piraju;SP;3538808
16532;41;90+;H;Piraju;SP;3538808
16533;498;00-04;M;Pirajuí;SP;3538907
16534;545;05-09;M;Pirajuí;SP;3538907
16535;563;10-14;M;Pirajuí;SP;3538907
16536;618;15-19;M;Pirajuí;SP;3538907
16537;645;20-24;M;Pirajuí;SP;3538907
16538;784;25-29;M;Pirajuí;SP;3538907
16539;792;30-34;M;Pirajuí;SP;3538907
16540;882;35-39;M;Pirajuí;SP;3538907
16541;921;40-44;M;Pirajuí;SP;3538907
16542;742;45-49;M;Pirajuí;SP;3538907
16543;644;50-54;M;Pirajuí;SP;3538907
16544;676;55-59;M;Pirajuí;SP;3538907
16545;719;60-64;M;Pirajuí;SP;3538907
16546;565;65-69;M;Pirajuí;SP;3538907
16547;387;70-74;M;Pirajuí;SP;3538907
16548;290;75-79;M;Pirajuí;SP;3538907
16549;206;80-84;M;Pirajuí;SP;3538907
16550;136;85-89;M;Pirajuí;SP;3538907
16551;76;90+;M;Pirajuí;SP;3538907
16552;539;00-04;H;Pirajuí;SP;3538907
16553;561;05-09;H;Pirajuí;SP;3538907
16554;621;10-14;H;Pirajuí;SP;3538907
16555;602;15-19;H;Pirajuí;SP;3538907
16556;971;20-24;H;Pirajuí;SP;3538907
16557;1212;25-29;H;Pirajuí;SP;3538907
16558;1212;30-34;H;Pirajuí;SP;3538907
16559;1085;35-39;H;Pirajuí;SP;3538907
16560;978;40-44;H;Pirajuí;SP;3538907
16561;743;45-49;H;Pirajuí;SP;3538907
16562;653;50-54;H;Pirajuí;SP;3538907
16563;673;55-59;H;Pirajuí;SP;3538907
16564;652;60-64;H;Pirajuí;SP;3538907
16565;481;65-69;H;Pirajuí;SP;3538907
16566;347;70-74;H;Pirajuí;SP;3538907
16567;198;75-79;H;Pirajuí;SP;3538907
16568;129;80-84;H;Pirajuí;SP;3538907
16569;56;85-89;H;Pirajuí;SP;3538907
16570;29;90+;H;Pirajuí;SP;3538907
16571;267;00-04;M;Pirangi;SP;3539004
16572;300;05-09;M;Pirangi;SP;3539004
16573;292;10-14;M;Pirangi;SP;3539004
16574;316;15-19;M;Pirangi;SP;3539004
16575;315;20-24;M;Pirangi;SP;3539004
16576;380;25-29;M;Pirangi;SP;3539004
16577;395;30-34;M;Pirangi;SP;3539004
16578;409;35-39;M;Pirangi;SP;3539004
16579;407;40-44;M;Pirangi;SP;3539004
16580;365;45-49;M;Pirangi;SP;3539004
16581;401;50-54;M;Pirangi;SP;3539004
16582;366;55-59;M;Pirangi;SP;3539004
16583;344;60-64;M;Pirangi;SP;3539004
16584;303;65-69;M;Pirangi;SP;3539004
16585;234;70-74;M;Pirangi;SP;3539004
16586;151;75-79;M;Pirangi;SP;3539004
16587;108;80-84;M;Pirangi;SP;3539004
16588;71;85-89;M;Pirangi;SP;3539004
16589;33;90+;M;Pirangi;SP;3539004
16590;303;00-04;H;Pirangi;SP;3539004
16591;305;05-09;H;Pirangi;SP;3539004
16592;307;10-14;H;Pirangi;SP;3539004
16593;344;15-19;H;Pirangi;SP;3539004
16594;361;20-24;H;Pirangi;SP;3539004
16595;414;25-29;H;Pirangi;SP;3539004
16596;366;30-34;H;Pirangi;SP;3539004
16597;415;35-39;H;Pirangi;SP;3539004
16598;435;40-44;H;Pirangi;SP;3539004
16599;382;45-49;H;Pirangi;SP;3539004
16600;384;50-54;H;Pirangi;SP;3539004
16601;367;55-59;H;Pirangi;SP;3539004
16602;297;60-64;H;Pirangi;SP;3539004
16603;238;65-69;H;Pirangi;SP;3539004
16604;189;70-74;H;Pirangi;SP;3539004
16605;146;75-79;H;Pirangi;SP;3539004
16606;94;80-84;H;Pirangi;SP;3539004
16607;58;85-89;H;Pirangi;SP;3539004
16608;23;90+;H;Pirangi;SP;3539004
16609;653;00-04;M;Pirapora do Bom Jesus;SP;3539103
16610;718;05-09;M;Pirapora do Bom Jesus;SP;3539103
16611;650;10-14;M;Pirapora do Bom Jesus;SP;3539103
16612;709;15-19;M;Pirapora do Bom Jesus;SP;3539103
16613;753;20-24;M;Pirapora do Bom Jesus;SP;3539103
16614;749;25-29;M;Pirapora do Bom Jesus;SP;3539103
16615;699;30-34;M;Pirapora do Bom Jesus;SP;3539103
16616;756;35-39;M;Pirapora do Bom Jesus;SP;3539103
16617;769;40-44;M;Pirapora do Bom Jesus;SP;3539103
16618;663;45-49;M;Pirapora do Bom Jesus;SP;3539103
16619;561;50-54;M;Pirapora do Bom Jesus;SP;3539103
16620;460;55-59;M;Pirapora do Bom Jesus;SP;3539103
16621;385;60-64;M;Pirapora do Bom Jesus;SP;3539103
16622;294;65-69;M;Pirapora do Bom Jesus;SP;3539103
16623;186;70-74;M;Pirapora do Bom Jesus;SP;3539103
16624;114;75-79;M;Pirapora do Bom Jesus;SP;3539103
16625;82;80-84;M;Pirapora do Bom Jesus;SP;3539103
16626;39;85-89;M;Pirapora do Bom Jesus;SP;3539103
16627;19;90+;M;Pirapora do Bom Jesus;SP;3539103
16628;708;00-04;H;Pirapora do Bom Jesus;SP;3539103
16629;747;05-09;H;Pirapora do Bom Jesus;SP;3539103
16630;700;10-14;H;Pirapora do Bom Jesus;SP;3539103
16631;753;15-19;H;Pirapora do Bom Jesus;SP;3539103
16632;745;20-24;H;Pirapora do Bom Jesus;SP;3539103
16633;762;25-29;H;Pirapora do Bom Jesus;SP;3539103
16634;703;30-34;H;Pirapora do Bom Jesus;SP;3539103
16635;682;35-39;H;Pirapora do Bom Jesus;SP;3539103
16636;720;40-44;H;Pirapora do Bom Jesus;SP;3539103
16637;605;45-49;H;Pirapora do Bom Jesus;SP;3539103
16638;589;50-54;H;Pirapora do Bom Jesus;SP;3539103
16639;424;55-59;H;Pirapora do Bom Jesus;SP;3539103
16640;360;60-64;H;Pirapora do Bom Jesus;SP;3539103
16641;230;65-69;H;Pirapora do Bom Jesus;SP;3539103
16642;179;70-74;H;Pirapora do Bom Jesus;SP;3539103
16643;109;75-79;H;Pirapora do Bom Jesus;SP;3539103
16644;56;80-84;H;Pirapora do Bom Jesus;SP;3539103
16645;26;85-89;H;Pirapora do Bom Jesus;SP;3539103
16646;13;90+;H;Pirapora do Bom Jesus;SP;3539103
16647;689;00-04;M;Pirapozinho;SP;3539202
16648;718;05-09;M;Pirapozinho;SP;3539202
16649;781;10-14;M;Pirapozinho;SP;3539202
16650;755;15-19;M;Pirapozinho;SP;3539202
16651;932;20-24;M;Pirapozinho;SP;3539202
16652;902;25-29;M;Pirapozinho;SP;3539202
16653;924;30-34;M;Pirapozinho;SP;3539202
16654;919;35-39;M;Pirapozinho;SP;3539202
16655;991;40-44;M;Pirapozinho;SP;3539202
16656;924;45-49;M;Pirapozinho;SP;3539202
16657;982;50-54;M;Pirapozinho;SP;3539202
16658;885;55-59;M;Pirapozinho;SP;3539202
16659;782;60-64;M;Pirapozinho;SP;3539202
16660;634;65-69;M;Pirapozinho;SP;3539202
16661;463;70-74;M;Pirapozinho;SP;3539202
16662;306;75-79;M;Pirapozinho;SP;3539202
16663;239;80-84;M;Pirapozinho;SP;3539202
16664;124;85-89;M;Pirapozinho;SP;3539202
16665;65;90+;M;Pirapozinho;SP;3539202
16666;756;00-04;H;Pirapozinho;SP;3539202
16667;783;05-09;H;Pirapozinho;SP;3539202
16668;791;10-14;H;Pirapozinho;SP;3539202
16669;785;15-19;H;Pirapozinho;SP;3539202
16670;907;20-24;H;Pirapozinho;SP;3539202
16671;914;25-29;H;Pirapozinho;SP;3539202
16672;938;30-34;H;Pirapozinho;SP;3539202
16673;854;35-39;H;Pirapozinho;SP;3539202
16674;892;40-44;H;Pirapozinho;SP;3539202
16675;856;45-49;H;Pirapozinho;SP;3539202
16676;899;50-54;H;Pirapozinho;SP;3539202
16677;853;55-59;H;Pirapozinho;SP;3539202
16678;705;60-64;H;Pirapozinho;SP;3539202
16679;509;65-69;H;Pirapozinho;SP;3539202
16680;357;70-74;H;Pirapozinho;SP;3539202
16681;250;75-79;H;Pirapozinho;SP;3539202
16682;156;80-84;H;Pirapozinho;SP;3539202
16683;86;85-89;H;Pirapozinho;SP;3539202
16684;42;90+;H;Pirapozinho;SP;3539202
16685;1965;00-04;M;Pirassununga;SP;3539301
16686;2050;05-09;M;Pirassununga;SP;3539301
16687;2140;10-14;M;Pirassununga;SP;3539301
16688;2164;15-19;M;Pirassununga;SP;3539301
16689;2423;20-24;M;Pirassununga;SP;3539301
16690;2463;25-29;M;Pirassununga;SP;3539301
16691;2741;30-34;M;Pirassununga;SP;3539301
16692;3063;35-39;M;Pirassununga;SP;3539301
16693;3040;40-44;M;Pirassununga;SP;3539301
16694;2583;45-49;M;Pirassununga;SP;3539301
16695;2517;50-54;M;Pirassununga;SP;3539301
16696;2578;55-59;M;Pirassununga;SP;3539301
16697;2347;60-64;M;Pirassununga;SP;3539301
16698;1899;65-69;M;Pirassununga;SP;3539301
16699;1579;70-74;M;Pirassununga;SP;3539301
16700;1131;75-79;M;Pirassununga;SP;3539301
16701;705;80-84;M;Pirassununga;SP;3539301
16702;404;85-89;M;Pirassununga;SP;3539301
16703;296;90+;M;Pirassununga;SP;3539301
16704;2032;00-04;H;Pirassununga;SP;3539301
16705;2275;05-09;H;Pirassununga;SP;3539301
16706;2338;10-14;H;Pirassununga;SP;3539301
16707;2256;15-19;H;Pirassununga;SP;3539301
16708;2377;20-24;H;Pirassununga;SP;3539301
16709;2445;25-29;H;Pirassununga;SP;3539301
16710;2582;30-34;H;Pirassununga;SP;3539301
16711;2727;35-39;H;Pirassununga;SP;3539301
16712;2874;40-44;H;Pirassununga;SP;3539301
16713;2401;45-49;H;Pirassununga;SP;3539301
16714;2323;50-54;H;Pirassununga;SP;3539301
16715;2238;55-59;H;Pirassununga;SP;3539301
16716;2057;60-64;H;Pirassununga;SP;3539301
16717;1600;65-69;H;Pirassununga;SP;3539301
16718;1215;70-74;H;Pirassununga;SP;3539301
16719;848;75-79;H;Pirassununga;SP;3539301
16720;491;80-84;H;Pirassununga;SP;3539301
16721;275;85-89;H;Pirassununga;SP;3539301
16722;103;90+;H;Pirassununga;SP;3539301
16723;446;00-04;M;Piratininga;SP;3539400
16724;517;05-09;M;Piratininga;SP;3539400
16725;463;10-14;M;Piratininga;SP;3539400
16726;448;15-19;M;Piratininga;SP;3539400
16727;470;20-24;M;Piratininga;SP;3539400
16728;441;25-29;M;Piratininga;SP;3539400
16729;515;30-34;M;Piratininga;SP;3539400
16730;633;35-39;M;Piratininga;SP;3539400
16731;744;40-44;M;Piratininga;SP;3539400
16732;586;45-49;M;Piratininga;SP;3539400
16733;484;50-54;M;Piratininga;SP;3539400
16734;457;55-59;M;Piratininga;SP;3539400
16735;457;60-64;M;Piratininga;SP;3539400
16736;382;65-69;M;Piratininga;SP;3539400
16737;291;70-74;M;Piratininga;SP;3539400
16738;168;75-79;M;Piratininga;SP;3539400
16739;129;80-84;M;Piratininga;SP;3539400
16740;83;85-89;M;Piratininga;SP;3539400
